Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,ShowProgressBar,LeftResponseText,RightResponseText,fname
536,1589575984812,15/05/2020 20:53:04,1589575984779,-4,15/05/2020 16:53:04,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,228,178,1,stimulus,Zone1,content_audio,900.9850000003353,,,,0,1,0,,,,,2,Trial,,1,L,R,lip_rip_006.mp3
537,1589575985062,15/05/2020 20:53:05,1589575985042,-4,15/05/2020 16:53:05,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,228,178,2,response,Zone3,response_keyboard_single,254.80000000051223,,R,1,0,1,0,,,,,2,Trial,,1,L,R,lip_rip_006.mp3
538,1589575986063,15/05/2020 20:53:06,1589575986031,-4,15/05/2020 16:53:06,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,228,178,3,Screen 1,fixation,fixation,999.9600000000792,,,,0,1,0,,,,,2,Trial,,1,L,R,lip_rip_006.mp3
539,1589575987031,15/05/2020 20:53:07,1589575986997,-4,15/05/2020 16:53:06,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,243,179,1,stimulus,Zone1,content_audio,950.8349999996135,,,,0,1,0,,,,,2,Trial,,1,L,R,lock_rock_004.mp3
540,1589575987171,15/05/2020 20:53:07,1589575987028,-4,15/05/2020 16:53:07,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,243,179,2,response,Zone2,response_keyboard_single,21.964999999967404,,L,1,0,1,0,,,,,2,Trial,,1,L,R,lock_rock_004.mp3
541,1589575988062,15/05/2020 20:53:08,1589575988014,-4,15/05/2020 16:53:08,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,243,179,3,Screen 1,fixation,fixation,999.9599999999627,,,,0,1,0,,,,,2,Trial,,1,L,R,lock_rock_004.mp3
542,1589575988968,15/05/2020 20:53:08,1589575988939,-4,15/05/2020 16:53:08,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,208,180,1,stimulus,Zone1,content_audio,911.3199999992503,,,,0,1,0,,,,,2,Trial,,1,L,R,limb_rim_005.mp3
543,1589575989109,15/05/2020 20:53:09,1589575988987,-4,15/05/2020 16:53:08,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,208,180,2,response,Zone2,response_keyboard_single,39.419999999227,,L,1,0,1,0,,,,,2,Trial,,1,L,R,limb_rim_005.mp3
544,1589575990014,15/05/2020 20:53:10,1589575989982,-4,15/05/2020 16:53:09,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,208,180,3,Screen 1,fixation,fixation,999.9599999999627,,,,0,1,0,,,,,2,Trial,,1,L,R,limb_rim_005.mp3
545,1589575990749,15/05/2020 20:53:10,1589575990709,-4,15/05/2020 16:53:10,17840,3,task-117o,,4964964,5d58cb946c04b200161ecf9b,1408504,,complete,,5ebefd70dc3ed713ad3876f5,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 81.0.4044.138,1440x900,1354x719,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order4,Order1,167,181,1,stimulus,Zone1,content_audio,712.3400000000838,,,,0,1,0,,,,,2,Trial,,1,L,R,lake_rake_002.mp3
