session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,Hearing difficulties,Language related disorders,Nationality,Sex,Student Status,Vision
5f15b2656859f009544eef62,5f0796d1830898190e7d479f,APPROVED,2020-07-20 15:05:18.737000,2020-07-20 15:42:01.610000,2202.873,26,16,0,100,2020-07-20 21:08:10.283000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f15b26705379309803a9341,5eebaa8e9446663618fa0c31,APPROVED,2020-07-20 15:04:15.839000,2020-07-20 15:39:55.181000,2139.342,30,67,0,100,2020-07-20 21:08:12.376000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f15b26d8ee50f0997196c19,5f11dba9ed1d350abdb1d9ce,APPROVED,2020-07-20 15:04:57.458000,2020-07-20 15:42:16.736000,2239.278,26,8,0,100,2020-07-20 21:08:14.528000,5DFE8175,United States,,Unemployed (and job seeking),I only know English,English,No,none,United States,Female,No,Yes
5f15b276bbb7d36926f76fda,558d8d71fdf99b534f79b352,APPROVED,2020-07-20 15:04:25.052000,2020-07-20 15:45:35.349000,2470.297,32,1412,5,100,2020-07-20 21:08:16.591000,5DFE8175,United States,United States,Unemployed (and job seeking),I only know English,English,No,none,United States,Male,No,Yes
5f15b2786cdf9c0902770a6d,5ef0a57934472c0fe684eb2c,APPROVED,2020-07-20 15:04:34.630000,2020-07-20 15:42:15.611000,2260.981,34,56,0,100,2020-07-20 21:08:19.316000,5DFE8175,United States,,Part-Time,I only know English,English,No,none,United States,Female,No,Yes
5f15b27b8427ec69904a8ac9,596bac33670f410001fe9c07,APPROVED,2020-07-20 15:04:30.832000,2020-07-20 15:45:00.457000,2429.625,27,118,0,100,2020-07-20 21:08:21.562000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f15b27de49958696f02647a,5d215a1bbf7f840019701939,APPROVED,2020-07-20 15:10:18.335000,2020-07-20 15:49:09.840000,2331.505,31,501,0,100,2020-07-20 21:08:24.072000,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Female,No,Yes
5f15b291a54419698546dded,5efc9e6602650605d21ca962,APPROVED,2020-07-20 15:04:52.262000,2020-07-20 15:47:53.945000,2581.683,23,19,0,100,2020-07-20 21:08:26.101000,5DFE8175,United States,United States,Unemployed (and job seeking),I only know English,English,No,none,United States,Female,No,Yes
5f15b2bd4330df0924bb8033,5f002a714a26f8131a0105ba,APPROVED,2020-07-20 15:05:33.263000,2020-07-20 15:56:52.510000,3079.247,27,15,0,100,2020-07-20 21:08:28.079000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f15b2c14d733b6962ef9c6f,5bf311373a5bf00001401f64,APPROVED,2020-07-20 15:05:46.256000,2020-07-20 15:48:54.148000,2587.892,34,471,1,100,2020-07-20 21:08:30.369000,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
