Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,ShowProgressBar,LeftResponseText,RightResponseText,fname
1,1589829190303,18/05/2020 19:13:10,1589829190019,-4,18/05/2020 15:13:10,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,,,,
2,1589829191371,18/05/2020 19:13:11,1589829191137,-4,18/05/2020 15:13:11,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,1,1,1,Screen 1,advancementZone,continue_button,1021.9999999999998,,,,0,1,0,,,,,,Welcome,,,,,
3,1589829198440,18/05/2020 19:13:18,1589829198224,-4,18/05/2020 15:13:18,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,2,1,1,Screen 1,advancementZone,continue_button,7048.200000000001,,,,0,1,0,,,,,,Instructions,,,,,
4,1589829209434,18/05/2020 19:13:29,1589829209210,-4,18/05/2020 15:13:29,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,2,1,2,Screen 2,Zone1,continue_button,10967.3,,,,0,1,0,,,,,,Instructions,,,,,
5,1589829210464,18/05/2020 19:13:30,1589829210221,-4,18/05/2020 15:13:30,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,39,1,1,stimulus,fixation,fixation,1006.0236000000004,,,,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_002.mp3
6,1589829213577,18/05/2020 19:13:33,1589829213347,-4,18/05/2020 15:13:33,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,39,1,2,response,Zone3,response_keyboard_single,3097.7000000000007,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_002.mp3
7,1589829214585,18/05/2020 19:13:34,1589829214339,-4,18/05/2020 15:13:34,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,39,1,3,Screen 1,fixation,fixation,996.1142,,,,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_002.mp3
8,1589829215571,18/05/2020 19:13:35,1589829215344,-4,18/05/2020 15:13:35,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,47,2,1,stimulus,fixation,fixation,1001.1594999999979,,,,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_006.mp3
9,1589829216274,18/05/2020 19:13:36,1589829216036,-4,18/05/2020 15:13:36,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,47,2,2,response,Zone2,response_keyboard_single,660.0999999999985,,SH,1,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_006.mp3
10,1589829217260,18/05/2020 19:13:37,1589829217029,-4,18/05/2020 15:13:37,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,47,2,3,Screen 1,fixation,fixation,1004.5324,,,,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_006.mp3
11,1589829218244,18/05/2020 19:13:38,1589829218013,-4,18/05/2020 15:13:38,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,4,3,1,stimulus,Zone1,content_audio,916,,,,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_002.mp3
12,1589829218947,18/05/2020 19:13:38,1589829218717,-4,18/05/2020 15:13:38,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,4,3,2,response,Zone3,response_keyboard_single,673.4000000000015,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_002.mp3
13,1589829219942,18/05/2020 19:13:39,1589829219706,-4,18/05/2020 15:13:39,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,4,3,3,Screen 1,fixation,fixation,999.4506999999976,,,,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_002.mp3
14,1589829220837,18/05/2020 19:13:40,1589829220610,-4,18/05/2020 15:13:40,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,66,4,1,stimulus,Zone1,content_audio,852.4000000000015,,,,0,1,0,,,,,1,Trial,,1,SH,S,sip_ship_006.mp3
15,1589829221493,18/05/2020 19:13:41,1589829221266,-4,18/05/2020 15:13:41,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,66,4,2,response,Zone2,response_keyboard_single,643.2999999999993,,SH,1,0,1,0,,,,,1,Trial,,1,SH,S,sip_ship_006.mp3
16,1589829222498,18/05/2020 19:13:42,1589829222260,-4,18/05/2020 15:13:42,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,66,4,3,Screen 1,fixation,fixation,1006.460500000001,,,,0,1,0,,,,,1,Trial,,1,SH,S,sip_ship_006.mp3
17,1589829223452,18/05/2020 19:13:43,1589829223186,-4,18/05/2020 15:13:43,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,78,5,1,stimulus,Zone1,content_audio,852.4000000000015,,,,0,1,0,,,,,1,Trial,,1,SH,S,sock_shock_003.mp3
18,1589829224546,18/05/2020 19:13:44,1589829224313,-4,18/05/2020 15:13:44,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,78,5,2,response,Zone3,response_keyboard_single,1098.4000000000015,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,sock_shock_003.mp3
19,1589829225510,18/05/2020 19:13:45,1589829225294,-4,18/05/2020 15:13:45,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,78,5,3,Screen 1,fixation,fixation,1000.5881999999983,,,,0,1,0,,,,,1,Trial,,1,SH,S,sock_shock_003.mp3
20,1589829226463,18/05/2020 19:13:46,1589829226233,-4,18/05/2020 15:13:46,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,101,6,1,stimulus,Zone1,content_audio,909.4000000000015,,,,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_006.mp3
21,1589829226832,18/05/2020 19:13:46,1589829226597,-4,18/05/2020 15:13:46,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,101,6,2,response,Zone2,response_keyboard_single,339.90000000000146,,SH,1,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_006.mp3
22,1589829227809,18/05/2020 19:13:47,1589829227581,-4,18/05/2020 15:13:47,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,101,6,3,Screen 1,fixation,fixation,1003.2940999999992,,,,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_006.mp3
23,1589829228717,18/05/2020 19:13:48,1589829228490,-4,18/05/2020 15:13:48,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,131,7,1,stimulus,Zone1,content_audio,855.5999999999985,,,,0,1,0,,,,,1,Trial,,1,SH,S,sue_shoe_003.mp3
24,1589829229014,18/05/2020 19:13:49,1589829228783,-4,18/05/2020 15:13:48,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,131,7,2,response,Zone3,response_keyboard_single,282.09999999999854,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,sue_shoe_003.mp3
25,1589829230077,18/05/2020 19:13:50,1589829229783,-4,18/05/2020 15:13:49,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,131,7,3,Screen 1,fixation,fixation,1002.8122999999978,,,,0,1,0,,,,,1,Trial,,1,SH,S,sue_shoe_003.mp3
26,1589829230984,18/05/2020 19:13:50,1589829230763,-4,18/05/2020 15:13:50,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,14,8,1,stimulus,Zone1,content_audio,909,,,,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_007.mp3
27,1589829231311,18/05/2020 19:13:51,1589829231075,-4,18/05/2020 15:13:51,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,14,8,2,response,Zone2,response_keyboard_single,281.3999999999942,,SH,1,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_007.mp3
28,1589829232298,18/05/2020 19:13:52,1589829232071,-4,18/05/2020 15:13:52,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,14,8,3,Screen 1,fixation,fixation,1004.9730000000054,,,,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_007.mp3
29,1589829233061,18/05/2020 19:13:53,1589829232846,-4,18/05/2020 15:13:52,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,127,9,1,stimulus,Zone1,content_audio,720.2000000000044,,,,0,1,0,,,,,1,Trial,,1,SH,S,sort_short_010.mp3
30,1589829233468,18/05/2020 19:13:53,1589829233217,-4,18/05/2020 15:13:53,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,127,9,2,response,Zone2,response_keyboard_single,360.5,,SH,1,0,1,0,,,,,1,Trial,,1,SH,S,sort_short_010.mp3
31,1589829234437,18/05/2020 19:13:54,1589829234201,-4,18/05/2020 15:13:54,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,127,9,3,Screen 1,fixation,fixation,992.2483999999968,,,,0,1,0,,,,,1,Trial,,1,SH,S,sort_short_010.mp3
32,1589829235407,18/05/2020 19:13:55,1589829235174,-4,18/05/2020 15:13:55,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,23,10,1,stimulus,Zone1,content_audio,915,,,,0,1,0,,,,,1,Trial,,1,SH,S,sell_shell_003.mp3
33,1589829235719,18/05/2020 19:13:55,1589829235475,-4,18/05/2020 15:13:55,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,23,10,2,response,Zone3,response_keyboard_single,270.6999999999971,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,sell_shell_003.mp3
34,1589829236689,18/05/2020 19:13:56,1589829236459,-4,18/05/2020 15:13:56,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,23,10,3,Screen 1,fixation,fixation,1001.3410000000003,,,,0,1,0,,,,,1,Trial,,1,SH,S,sell_shell_003.mp3
35,1589829237783,18/05/2020 19:13:57,1589829237465,-4,18/05/2020 15:13:57,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,94,11,1,stimulus,fixation,fixation,1001.6843999999983,,,,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_002.mp3
36,1589829238002,18/05/2020 19:13:58,1589829237764,-4,18/05/2020 15:13:57,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,94,11,2,response,Zone3,response_keyboard_single,266.70000000000437,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_002.mp3
37,1589829239034,18/05/2020 19:13:59,1589829238764,-4,18/05/2020 15:13:58,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,94,11,3,Screen 1,fixation,fixation,1002.869000000006,,,,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_002.mp3
38,1589829240003,18/05/2020 19:14:00,1589829239747,-4,18/05/2020 15:13:59,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,52,12,1,stimulus,Zone1,content_audio,931.3000000000029,,,,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_008.mp3
39,1589829240301,18/05/2020 19:14:00,1589829240082,-4,18/05/2020 15:14:00,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,52,12,2,response,Zone2,response_keyboard_single,325.59999999999854,,SH,1,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_008.mp3
40,1589829241356,18/05/2020 19:14:01,1589829241083,-4,18/05/2020 15:14:01,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,52,12,3,Screen 1,fixation,fixation,1004.7540000000008,,,,0,1,0,,,,,1,Trial,,1,SH,S,sign_shine_008.mp3
41,1589829242248,18/05/2020 19:14:02,1589829242018,-4,18/05/2020 15:14:02,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,85,13,1,stimulus,Zone1,content_audio,871.6999999999971,,,,0,1,0,,,,,1,Trial,,1,SH,S,sock_shock_007.mp3
42,1589829242717,18/05/2020 19:14:02,1589829242500,-4,18/05/2020 15:14:02,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,85,13,2,response,Zone2,response_keyboard_single,455.59999999999854,,SH,1,0,1,0,,,,,1,Trial,,1,SH,S,sock_shock_007.mp3
43,1589829243721,18/05/2020 19:14:03,1589829243492,-4,18/05/2020 15:14:03,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,85,13,3,Screen 1,fixation,fixation,1003.261799999993,,,,0,1,0,,,,,1,Trial,,1,SH,S,sock_shock_007.mp3
44,1589829244666,18/05/2020 19:14:04,1589829244432,-4,18/05/2020 15:14:04,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,132,14,1,stimulus,Zone1,content_audio,888,,,,0,1,0,,,,,1,Trial,,1,SH,S,sue_shoe_003.mp3
45,1589829244963,18/05/2020 19:14:04,1589829244723,-4,18/05/2020 15:14:04,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,132,14,2,response,Zone3,response_keyboard_single,260,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,sue_shoe_003.mp3
46,1589829245949,18/05/2020 19:14:05,1589829245716,-4,18/05/2020 15:14:05,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,132,14,3,Screen 1,fixation,fixation,1002.9395000000004,,,,0,1,0,,,,,1,Trial,,1,SH,S,sue_shoe_003.mp3
47,1589829246824,18/05/2020 19:14:06,1589829246598,-4,18/05/2020 15:14:06,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,109,15,1,stimulus,Zone1,content_audio,845.5,,,,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_010.mp3
48,1589829247200,18/05/2020 19:14:07,1589829246968,-4,18/05/2020 15:14:06,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,109,15,2,response,Zone2,response_keyboard_single,359.59999999999854,,SH,1,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_010.mp3
49,1589829248247,18/05/2020 19:14:08,1589829247966,-4,18/05/2020 15:14:07,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,109,15,3,Screen 1,fixation,fixation,1004.4914999999964,,,,0,1,0,,,,,1,Trial,,1,SH,S,sore_shore_010.mp3
50,1589829249168,18/05/2020 19:14:09,1589829248945,-4,18/05/2020 15:14:08,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,7,16,1,stimulus,Zone1,content_audio,912.9000000000015,,,,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_004.mp3
51,1589829249449,18/05/2020 19:14:09,1589829249223,-4,18/05/2020 15:14:09,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,7,16,2,response,Zone3,response_keyboard_single,250.5,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_004.mp3
52,1589829250450,18/05/2020 19:14:10,1589829250212,-4,18/05/2020 15:14:10,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,7,16,3,Screen 1,fixation,fixation,995.0856000000058,,,,0,1,0,,,,,1,Trial,,1,SH,S,same_shame_004.mp3
53,1589829251309,18/05/2020 19:14:11,1589829251084,-4,18/05/2020 15:14:11,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,135,17,1,stimulus,Zone1,content_audio,825,,,,0,1,0,,,,,1,Trial,,1,SH,S,sue_shoe_005.mp3
54,1589829251606,18/05/2020 19:14:11,1589829251370,-4,18/05/2020 15:14:11,17840,4,task-npku,,5014697,5d94aefeffb348001e4f92ad,1422799,,complete,,5ec2ddb70023851098d34ab9,computer,Desktop or Laptop,Windows 10,Edge 18.18363,1536x864,1536x719,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order3,Order3,135,17,2,response,Zone3,response_keyboard_single,259.5,,S,1,0,1,0,,,,,1,Trial,,1,SH,S,sue_shoe_005.mp3
