Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,ShowProgressBar,LeftResponseText,RightResponseText,fname
225,1589578626273,15/05/2020 21:37:06,1589578625315,-7,15/05/2020 14:37:05,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,6,74,3,Screen 1,fixation,fixation,1000.0449999999837,,,,0,1,0,,,,,1,Trial,,1,L,R,lace_race_003.mp3
226,1589578627211,15/05/2020 21:37:07,1589578626242,-7,15/05/2020 14:37:06,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,73,75,1,stimulus,Zone1,content_audio,916.6549999499694,,,,0,1,0,,,,,1,Trial,,1,L,R,limb_rim_010.mp3
227,1589578629539,15/05/2020 21:37:09,1589578628579,-7,15/05/2020 14:37:08,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,73,75,2,response,Zone3,response_keyboard_single,2331.6950000589713,,R,1,0,1,0,,,,,1,Trial,,1,L,R,limb_rim_010.mp3
228,1589578630523,15/05/2020 21:37:10,1589578629565,-7,15/05/2020 14:37:09,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,73,75,3,Screen 1,fixation,fixation,1000.0460000000312,,,,0,1,0,,,,,1,Trial,,1,L,R,limb_rim_010.mp3
229,1589578631242,15/05/2020 21:37:11,1589578630282,-7,15/05/2020 14:37:10,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,27,76,1,stimulus,Zone1,content_audio,705.7599999243394,,,,0,1,0,,,,,1,Trial,,1,L,R,lake_rake_005.mp3
230,1589578631554,15/05/2020 21:37:11,1589578630599,-7,15/05/2020 14:37:10,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,27,76,2,response,Zone2,response_keyboard_single,311.5550000220537,,L,1,0,1,0,,,,,1,Trial,,1,L,R,lake_rake_005.mp3
231,1589578632556,15/05/2020 21:37:12,1589578631598,-7,15/05/2020 14:37:11,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,27,76,3,Screen 1,fixation,fixation,1000.0310000000172,,,,0,1,0,,,,,1,Trial,,1,L,R,lake_rake_005.mp3
232,1589578633476,15/05/2020 21:37:13,1589578632502,-7,15/05/2020 14:37:12,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,9,77,1,stimulus,Zone1,content_audio,892.4799999222159,,,,0,1,0,,,,,1,Trial,,1,L,R,lace_race_005.mp3
233,1589578636945,15/05/2020 21:37:16,1589578635990,-7,15/05/2020 14:37:15,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,9,77,2,response,Zone2,response_keyboard_single,3482.4449999723583,,L,1,0,1,0,,,,,1,Trial,,1,L,R,lace_race_005.mp3
234,1589578637949,15/05/2020 21:37:17,1589578636982,-7,15/05/2020 14:37:16,17840,3,task-f85n,,4965922,5d5e1793e81fc40017c259cc,1408700,,complete,,5ebf0a07bbb4521526180eff,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,978x822,Pass,Phonetic Judgment (Target Stimuli),2,Yes,Pass,Pass,,,Order2,Order2,9,77,3,Screen 1,fixation,fixation,1000.0169999999925,,,,0,1,0,,,,,1,Trial,,1,L,R,lace_race_005.mp3
