Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,ShowProgressBar,LeftResponseText,RightResponseText,fname
35,1589830160113,18/05/2020 19:29:20,1589830159115,-6,18/05/2020 13:29:19,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,17,11,1,stimulus,Zone1,content_audio,754.0000000008149,,,,0,1,0,,,,,1,Trial,,1,K,T,tale_kale_009.mp3
36,1589830160473,18/05/2020 19:29:20,1589830159492,-6,18/05/2020 13:29:19,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,17,11,2,response,Zone2,response_keyboard_single,353.00000000279397,,K,1,0,1,0,,,,,1,Trial,,1,K,T,tale_kale_009.mp3
37,1589830161460,18/05/2020 19:29:21,1589830160478,-6,18/05/2020 13:29:20,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,17,11,3,Screen 1,fixation,fixation,1000.9799999999959,,,,0,1,0,,,,,1,Trial,,1,K,T,tale_kale_009.mp3
38,1589830162272,18/05/2020 19:29:22,1589830161255,-6,18/05/2020 13:29:21,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,130,12,1,stimulus,Zone1,content_audio,745.9999999991851,,,,0,1,0,,,,,1,Trial,,1,K,T,tub_cub_002.mp3
39,1589830162631,18/05/2020 19:29:22,1589830161641,-6,18/05/2020 13:29:21,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,130,12,2,response,Zone3,response_keyboard_single,360.0000000005821,,T,1,0,1,0,,,,,1,Trial,,1,K,T,tub_cub_002.mp3
40,1589830163631,18/05/2020 19:29:23,1589830162632,-6,18/05/2020 13:29:22,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,130,12,3,Screen 1,fixation,fixation,1000.9799999999959,,,,0,1,0,,,,,1,Trial,,1,K,T,tub_cub_002.mp3
41,1589830164506,18/05/2020 19:29:24,1589830163515,-6,18/05/2020 13:29:23,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,90,13,1,stimulus,Zone1,content_audio,853.9999999920838,,,,0,1,0,,,,,1,Trial,,1,K,T,tar_car_009.mp3
42,1589830165132,18/05/2020 19:29:25,1589830164148,-6,18/05/2020 13:29:24,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,90,13,2,response,Zone2,response_keyboard_single,606.999999989057,,K,1,0,1,0,,,,,1,Trial,,1,K,T,tar_car_009.mp3
43,1589830166121,18/05/2020 19:29:26,1589830165134,-6,18/05/2020 13:29:25,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,90,13,3,Screen 1,fixation,fixation,1000.9799999999959,,,,0,1,0,,,,,1,Trial,,1,K,T,tar_car_009.mp3
44,1589830166980,18/05/2020 19:29:26,1589830165935,-6,18/05/2020 13:29:25,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,40,14,1,stimulus,Zone1,content_audio,770.9999999933643,,,,0,1,0,,,,,1,Trial,,1,K,T,tan_can_002.mp3
45,1589830167371,18/05/2020 19:29:27,1589830166365,-6,18/05/2020 13:29:26,17840,4,task-117o,,5014828,5de7d12c26dd95000b6824c5,1422864,,complete,,5ec2e11c16eb9d10ef6f17ad,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1440x900,1440x757,Pass,Phonetic Judgment (Target Stimuli),4,Yes,Pass,Pass,,,Order4,Order4,40,14,2,response,Zone3,response_keyboard_single,408.99999999965075,,T,1,0,1,0,,,,,1,Trial,,1,K,T,tan_can_002.mp3
