session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,Hearing difficulties,Language related disorders,Nationality,Sex,Student Status,Vision
5f187baa32f93b05099909fa,5d4ecfd93273de0019663e6b,APPROVED,49:51.4,31:51.0,2519.575,23,586,0,100,02:48.8,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f187c0ec59e9905574be442,5e138a60946e979c5d080c4c,APPROVED,49:02.9,23:31.2,2068.289,20,209,1,100,02:50.9,5DFE8175,United States,United States,Unemployed (and job seeking),I only know English,English,No,none,United States,Male,Yes,Yes
5f187cba076f390546f7665b,59c2855d5c50560001df9858,APPROVED,56:29.5,31:22.7,2093.219,23,175,0,100,02:53.0,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Male,No,Yes
5f187cebccbd9f062fb2fb6f,5c3bdfc3eaafcb0001fb9a98,APPROVED,53:12.3,33:22.6,2410.277,26,426,1,100,02:55.3,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f18903eb77f9307ab0a10c4,5ee08a4fed87f40172b97950,APPROVED,15:52.8,21:33.6,3940.81,31,83,0,100,02:57.6,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f1893cc21964c08fe070e34,5d0fbedf101793000168ef7a,APPROVED,33:06.3,44:15.8,4269.447,19,324,0,100,02:59.6,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Male,Yes,Yes
5f197f73a3d9d400096c8842,5ef33c05f4c5240413ef9ac2,RETURNED,15:47.5,,30455.82656,24,76,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f197f76bed5640008fe31ff,5f0fb9b13e46b0058555cdb1,APPROVED,16:21.9,03:35.4,2833.506,21,11,0,100,12:52.3,5DFE8175,United States,United States,Due to start a new job within the next month,I only know English,English,No,none,United States,Male,Yes,Yes
5f197f77ce6b5a0008263860,5ea9729316fb0e0728983a6b,APPROVED,15:51.5,50:41.5,2090.004,20,108,0,100,12:54.4,5DFE8175,United States,United States,Other,I only know English,English,No,none,United States,Female,Yes,Yes
5f197f822244f0000c35be9f,5c8e1af5c6e10f00010d6212,APPROVED,19:22.2,56:35.9,2233.706,22,411,4,99,12:56.2,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Female,No,Yes
5f197f85675e00000c5f7d56,5eb161a301c2d0243705f4b4,APPROVED,16:21.8,02:59.0,2797.137,34,205,1,100,12:58.1,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f197f89a95666000a35ed33,5ed113fcd300e30180d117ad,APPROVED,18:34.6,32:35.8,4441.145,22,128,0,100,12:59.8,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f197f91d6a133000baa35b1,5aadbe52811b2000016f7633,RETURNED,16:23.4,,30420.05209,34,668,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f197f9a7ead8a000912ad7e,5ed9711cfca3941553f2cfd8,APPROVED,23:59.2,06:00.6,2521.49,31,146,1,100,13:01.8,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,Yes,Yes
5f197f9c48f7ef000c9616fe,5f171e9023611c038f0bd539,APPROVED,16:36.1,54:54.0,2297.953,31,10,0,100,13:03.8,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f197f9f9f67bf000a7d4053,5eaab3201039e300080e3b7f,APPROVED,16:31.9,04:07.3,2855.407,26,172,0,100,13:05.7,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Male,No,Yes
5f197fa92c7c16000b7c003b,5ea9d795dec14d13eb7af3d9,APPROVED,17:37.4,54:12.0,2194.592,29,206,1,100,13:07.3,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f197fab9cea1a00094dfbee,5f05ed2bc2f3ba0dc110f52e,APPROVED,16:49.2,56:55.3,6006.025,26,32,0,100,13:09.1,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,Yes,Yes
5f197fb7eebb62000a7927c3,5cefb763672ef40001f3a364,APPROVED,16:59.2,55:23.5,2304.232,28,129,1,100,13:11.2,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f197fb9ffc813000bae7d08,5ef28f213d9c2010bf683761,APPROVED,19:30.2,07:42.3,2892.133,30,61,1,100,13:13.0,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Female,Yes,Yes
5f197fd17b0351000acaf083,5f0ee46e4c2c79012024cb81,APPROVED,19:42.9,18:08.8,3505.93,28,25,1,99,13:14.9,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Female,No,Yes
5f198001596924000accf318,5ef342d445ccb105f04bf58f,APPROVED,21:00.9,10:34.3,2973.388,25,62,1,100,13:16.3,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Male,No,Yes
5f19816d2cdbc700085074c6,5ef5dd2b1961c6042ccbea55,APPROVED,27:33.9,05:44.2,5890.342,26,71,0,100,01:00.1,NOCODE,United States,,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f19a982017e0c0009010001,5ef319664bb87c0299dc6c9d,APPROVED,19:14.3,59:27.1,2412.82,23,62,1,100,01:11.9,5DFE8175,United States,United States,DATA EXPIRED,I only know English,English,No,none,United States,Female,Yes,Yes
5f19a9865e99eb0009219ab8,5e9bca9fb3c35c0e577fb2f6,APPROVED,16:24.6,51:37.2,2112.643,22,198,0,100,58:05.4,5DFE8175,United States,United States,Other,I only know English,English,No,none,United States,Female,Yes,Yes
5f19a9876807dd000968fb79,5d6fd81dba96c60001bc2592,APPROVED,25:12.8,29:27.5,3854.765,27,582,17,95,49:34.9,5DFE8175,United States,United States,Full-Time,I only know English,English,No,none,United States,Male,No,Yes
5f19a987e9780c0009dd870a,5f14022653550c424e3263f8,APPROVED,15:19.9,57:35.0,2535.108,19,13,0,100,01:13.9,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Female,Yes,Yes
5f19a988c0cada000a9a6dee,5e5080883771350caf2d9fda,APPROVED,15:45.8,59:01.3,2595.507,25,248,1,100,01:16.2,5DFE8175,United States,United States,Other,I only know English,English,No,none,United States,Male,No,Yes
5f19a988d6e1190009d12b0e,5e668df31d7e1a4039d67b49,APPROVED,15:30.7,00:01.2,2670.516,21,174,0,100,01:18.3,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Prefer not to say,Yes,Yes
5f19b480c8e0fc02fe412015,5ec48981bc7291376f2e278e,APPROVED,02:08.8,34:54.1,1965.246,25,123,1,100,50:05.9,5DFE8175,United States,United States,Unemployed (and job seeking),I only know English,English,No,none,United States,Male,No,Yes
5f19cfbde68bc306dea02a7c,5f14cb431958de1b94ac3a7a,RETURNED,58:28.3,,9895.637719,22,13,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f19d2dcc55901074d917ab8,5edf2043d53fce1c797d9f5d,APPROVED,11:40.6,50:39.8,2339.239,31,99,1,100,03:26.6,5DFE8175,United States,United States,Part-Time,I only know English,English,No,none,United States,Male,No,Yes
