Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Question Key,Response
1,1593692345283,02/07/2020 12:19:05,1593692344891,-4,02/07/2020 08:19:04,21059,9,questionnaire-t1fh,,5869537,5d0d260f7374b40019cef54a,1652183,,complete,,5efdd0afc3d6bf052d7ded7e,mobile,Samsung SM-G975U,Android 10,Chrome 83.0.4103.106,412x869,412x724,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Fail,Pass,Pass,,Order2,BEGIN QUESTIONNAIRE,
2,1593692361753,02/07/2020 12:19:21,1593692361194,-4,02/07/2020 08:19:21,21059,9,questionnaire-t1fh,,5869537,5d0d260f7374b40019cef54a,1652183,,complete,,5efdd0afc3d6bf052d7ded7e,mobile,Samsung SM-G975U,Android 10,Chrome 83.0.4103.106,412x869,412x724,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Fail,Pass,Pass,,Order2,consent,Yes
3,1593692361909,02/07/2020 12:19:21,1593692361198,-4,02/07/2020 08:19:21,21059,9,questionnaire-t1fh,,5869537,5d0d260f7374b40019cef54a,1652183,,complete,,5efdd0afc3d6bf052d7ded7e,mobile,Samsung SM-G975U,Android 10,Chrome 83.0.4103.106,412x869,412x724,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Fail,Pass,Pass,,Order2,consent-quantised,1
4,1593692361909,02/07/2020 12:19:21,1593692361198,-4,02/07/2020 08:19:21,21059,9,questionnaire-t1fh,,5869537,5d0d260f7374b40019cef54a,1652183,,complete,,5efdd0afc3d6bf052d7ded7e,mobile,Samsung SM-G975U,Android 10,Chrome 83.0.4103.106,412x869,412x724,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Fail,Pass,Pass,,Order2,END QUESTIONNAIRE,16308
1,1593692385863,02/07/2020 12:19:45,1593692385616,-4,02/07/2020 08:19:45,21059,9,questionnaire-t1fh,,5869549,5af7646de066a40001135ce2,1652185,,complete,,5efdd0d05c740405c3f17556,computer,Desktop or Laptop,Mac OS 10.14.4,Safari 12.1,2560x1440,1470x679,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Pass,Pass,,,Order2,BEGIN QUESTIONNAIRE,
2,1593692426060,02/07/2020 12:20:26,1593692426008,-4,02/07/2020 08:20:26,21059,9,questionnaire-t1fh,,5869549,5af7646de066a40001135ce2,1652185,,complete,,5efdd0d05c740405c3f17556,computer,Desktop or Laptop,Mac OS 10.14.4,Safari 12.1,2560x1440,1470x679,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Pass,Pass,,,Order2,consent,Yes
3,1593692426185,02/07/2020 12:20:26,1593692426009,-4,02/07/2020 08:20:26,21059,9,questionnaire-t1fh,,5869549,5af7646de066a40001135ce2,1652185,,complete,,5efdd0d05c740405c3f17556,computer,Desktop or Laptop,Mac OS 10.14.4,Safari 12.1,2560x1440,1470x679,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Pass,Pass,,,Order2,consent-quantised,1
4,1593692426185,02/07/2020 12:20:26,1593692426009,-4,02/07/2020 08:20:26,21059,9,questionnaire-t1fh,,5869549,5af7646de066a40001135ce2,1652185,,complete,,5efdd0d05c740405c3f17556,computer,Desktop or Laptop,Mac OS 10.14.4,Safari 12.1,2560x1440,1470x679,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Pass,Pass,,,Order2,END QUESTIONNAIRE,40393
1,1593692402102,02/07/2020 12:20:02,1593692400904,1,02/07/2020 13:20:00,21059,9,questionnaire-t1fh,,5869553,5eb147a8cf7268225f9180c7,1652186,,complete,,5efdd0c9897850243ac886ce,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,562x1123,980x1789,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Pass,Pass,,,Order2,BEGIN QUESTIONNAIRE,
2,1593692464859,02/07/2020 12:21:04,1593692463674,1,02/07/2020 13:21:03,21059,9,questionnaire-t1fh,,5869553,5eb147a8cf7268225f9180c7,1652186,,complete,,5efdd0c9897850243ac886ce,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,562x1123,980x1789,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Pass,Pass,,,Order2,consent,Yes
3,1593692465437,02/07/2020 12:21:05,1593692463686,1,02/07/2020 13:21:03,21059,9,questionnaire-t1fh,,5869553,5eb147a8cf7268225f9180c7,1652186,,complete,,5efdd0c9897850243ac886ce,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,562x1123,980x1789,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Pass,Pass,,,Order2,consent-quantised,1
4,1593692465437,02/07/2020 12:21:05,1593692463687,1,02/07/2020 13:21:03,21059,9,questionnaire-t1fh,,5869553,5eb147a8cf7268225f9180c7,1652186,,complete,,5efdd0c9897850243ac886ce,computer,Desktop or Laptop,Linux x86_64,Chrome 77.0.3865.92,562x1123,980x1789,Pass,Information-Sheet-MagLab-45 minute,2,Yes,Pass,Pass,,,Order2,END QUESTIONNAIRE,62784
END OF FILE
