Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,ShowProgressBar,LeftResponseText,RightResponseText,fname,context,front_word,back_word,step,step_scaled,contrast
11,1593630142114,01/07/2020 19:02:22,1593630141529,-4,01/07/2020 15:02:21,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,184,3,1,stimulus,Zone1,content_audio,1741.5550000005169,,,,,0,1,0,,,,,1,Trial,,1,l,r,isolate_low_row_005.mp3,isolate,low,row,5,-1,l-r
12,1593630144086,01/07/2020 19:02:24,1593630143516,-4,01/07/2020 15:02:23,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,184,3,2,response,Zone3,response_keyboard_single,1930.7300000000396,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,isolate_low_row_005.mp3,isolate,low,row,5,-1,l-r
13,1593630145068,01/07/2020 19:02:25,1593630144504,-4,01/07/2020 15:02:24,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,184,3,3,Screen 1,fixation,fixation,999.0880000000034,,,,,0,1,0,,,,,1,Trial,,1,l,r,isolate_low_row_005.mp3,isolate,low,row,5,-1,l-r
14,1593630147024,01/07/2020 19:02:27,1593630146446,-4,01/07/2020 15:02:26,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,158,4,1,stimulus,Zone1,content_audio,1852.789999997185,,,,,0,1,0,,,,,1,Trial,,1,l,r,universe_lot_rot_003.mp3,universe,lot,rot,3,-2,l-r
15,1593630148524,01/07/2020 19:02:28,1593630147953,-4,01/07/2020 15:02:27,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,158,4,2,response,Zone2,response_keyboard_single,1417.7899999995134,,,l,1,0,1,0,,,,,1,Trial,,1,l,r,universe_lot_rot_003.mp3,universe,lot,rot,3,-2,l-r
16,1593630149508,01/07/2020 19:02:29,1593630148934,-4,01/07/2020 15:02:28,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,158,4,3,Screen 1,fixation,fixation,999.023000000001,,,,,0,1,0,,,,,1,Trial,,1,l,r,universe_lot_rot_003.mp3,universe,lot,rot,3,-2,l-r
17,1593630151372,01/07/2020 19:02:31,1593630150806,-4,01/07/2020 15:02:30,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,115,5,1,stimulus,Zone1,content_audio,1767.3499999946216,,,,,0,1,0,,,,,1,Trial,,1,l,r,overboard_lip_rip_006.mp3,overboard,lip,rip,6,0,l-r
18,1593630152139,01/07/2020 19:02:32,1593630151575,-4,01/07/2020 15:02:31,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,115,5,2,response,Zone3,response_keyboard_single,705.6850000008126,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,overboard_lip_rip_006.mp3,overboard,lip,rip,6,0,l-r
19,1593630153140,01/07/2020 19:02:33,1593630152563,-4,01/07/2020 15:02:32,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,115,5,3,Screen 1,fixation,fixation,998.9689999999973,,,,,0,1,0,,,,,1,Trial,,1,l,r,overboard_lip_rip_006.mp3,overboard,lip,rip,6,0,l-r
20,1593630154961,01/07/2020 19:02:34,1593630154406,-4,01/07/2020 15:02:34,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,140,6,1,stimulus,Zone1,content_audio,1761.8550000042887,,,,,0,1,0,,,,,1,Trial,,1,l,r,demolish_lot_rot_005.mp3,demolish,lot,rot,5,0,l-r
21,1593630155540,01/07/2020 19:02:35,1593630154964,-4,01/07/2020 15:02:34,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,140,6,2,response,Zone3,response_keyboard_single,497.55000000004657,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,demolish_lot_rot_005.mp3,demolish,lot,rot,5,0,l-r
22,1593630156525,01/07/2020 19:02:36,1593630155959,-4,01/07/2020 15:02:35,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,140,6,3,Screen 1,fixation,fixation,998.9719999999943,,,,,0,1,0,,,,,1,Trial,,1,l,r,demolish_lot_rot_005.mp3,demolish,lot,rot,5,0,l-r
23,1593630158368,01/07/2020 19:02:38,1593630157806,-4,01/07/2020 15:02:37,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,106,7,1,stimulus,Zone1,content_audio,1769.1300000005867,,,,,0,1,0,,,,,1,Trial,,1,l,r,isolate_lip_rip_007.mp3,isolate,lip,rip,7,1,l-r
24,1593630159056,01/07/2020 19:02:39,1593630158493,-4,01/07/2020 15:02:38,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,106,7,2,response,Zone3,response_keyboard_single,626.605000004929,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,isolate_lip_rip_007.mp3,isolate,lip,rip,7,1,l-r
25,1593630160056,01/07/2020 19:02:40,1593630159489,-4,01/07/2020 15:02:39,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,106,7,3,Screen 1,fixation,fixation,998.994000000006,,,,,0,1,0,,,,,1,Trial,,1,l,r,isolate_lip_rip_007.mp3,isolate,lip,rip,7,1,l-r
26,1593630162057,01/07/2020 19:02:42,1593630161489,-4,01/07/2020 15:02:41,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,82,8,1,stimulus,fixation,fixation,1998.0720000000001,,,,,0,1,0,,,,,1,Trial,,1,l,r,universe_lie_rye_007.mp3,universe,lie,rye,7,2,l-r
27,1593630162432,01/07/2020 19:02:42,1593630161840,-4,01/07/2020 15:02:41,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,82,8,2,response,Zone3,response_keyboard_single,286.90500000084285,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,universe_lie_rye_007.mp3,universe,lie,rye,7,2,l-r
28,1593630163401,01/07/2020 19:02:43,1593630162836,-4,01/07/2020 15:02:42,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,82,8,3,Screen 1,fixation,fixation,998.994000000006,,,,,0,1,0,,,,,1,Trial,,1,l,r,universe_lie_rye_007.mp3,universe,lie,rye,7,2,l-r
29,1593630165272,01/07/2020 19:02:45,1593630164706,-4,01/07/2020 15:02:44,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,134,9,1,stimulus,Zone1,content_audio,1770.5149999965215,,,,,0,1,0,,,,,1,Trial,,1,l,r,dangerous_lot_rot_004.mp3,dangerous,lot,rot,4,-1,l-r
30,1593630167392,01/07/2020 19:02:47,1593630166819,-4,01/07/2020 15:02:46,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,134,9,2,response,Zone2,response_keyboard_single,2047.0099999947706,,,l,1,0,1,0,,,,,1,Trial,,1,l,r,dangerous_lot_rot_004.mp3,dangerous,lot,rot,4,-1,l-r
31,1593630168380,01/07/2020 19:02:48,1593630167815,-4,01/07/2020 15:02:47,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,134,9,3,Screen 1,fixation,fixation,999.0339999999997,,,,,0,1,0,,,,,1,Trial,,1,l,r,dangerous_lot_rot_004.mp3,dangerous,lot,rot,4,-1,l-r
32,1593630170178,01/07/2020 19:02:50,1593630169606,-4,01/07/2020 15:02:49,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,154,10,1,stimulus,Zone1,content_audio,1685.7600000003004,,,,,0,1,0,,,,,1,Trial,,1,l,r,overboard_lot_rot_004.mp3,overboard,lot,rot,4,-1,l-r
33,1593630171229,01/07/2020 19:02:51,1593630170660,-4,01/07/2020 15:02:50,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,154,10,2,response,Zone3,response_keyboard_single,1002.2349999999278,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,overboard_lot_rot_004.mp3,overboard,lot,rot,4,-1,l-r
34,1593630172229,01/07/2020 19:02:52,1593630171645,-4,01/07/2020 15:02:51,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,154,10,3,Screen 1,fixation,fixation,998.55799999999,,,,,0,1,0,,,,,1,Trial,,1,l,r,overboard_lot_rot_004.mp3,overboard,lot,rot,4,-1,l-r
35,1593630174218,01/07/2020 19:02:54,1593630173644,-4,01/07/2020 15:02:53,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,86,11,1,stimulus,fixation,fixation,1998.3410000000003,,,,,0,1,0,,,,,1,Trial,,1,l,r,abolish_lip_rip_007.mp3,abolish,lip,rip,7,1,l-r
36,1593630174640,01/07/2020 19:02:54,1593630174058,-4,01/07/2020 15:02:54,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,86,11,2,response,Zone3,response_keyboard_single,359.03500000131316,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,abolish_lip_rip_007.mp3,abolish,lip,rip,7,1,l-r
37,1593630175618,01/07/2020 19:02:55,1593630175041,-4,01/07/2020 15:02:55,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,86,11,3,Screen 1,fixation,fixation,999.2419999999984,,,,,0,1,0,,,,,1,Trial,,1,l,r,abolish_lip_rip_007.mp3,abolish,lip,rip,7,1,l-r
38,1593630177449,01/07/2020 19:02:57,1593630176885,-4,01/07/2020 15:02:56,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,181,12,1,stimulus,Zone1,content_audio,1759.9849999969592,,,,,0,1,0,,,,,1,Trial,,1,l,r,demolish_low_row_007.mp3,demolish,low,row,7,1,l-r
39,1593630177824,01/07/2020 19:02:57,1593630177260,-4,01/07/2020 15:02:57,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,181,12,2,response,Zone3,response_keyboard_single,322.24500000302214,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,demolish_low_row_007.mp3,demolish,low,row,7,1,l-r
40,1593630178827,01/07/2020 19:02:58,1593630178254,-4,01/07/2020 15:02:58,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,181,12,3,Screen 1,fixation,fixation,998.9809999999998,,,,,0,1,0,,,,,1,Trial,,1,l,r,demolish_low_row_007.mp3,demolish,low,row,7,1,l-r
41,1593630180606,01/07/2020 19:03:00,1593630180029,-4,01/07/2020 15:03:00,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,153,13,1,stimulus,Zone1,content_audio,1696.8249999990803,,,,,0,1,0,,,,,1,Trial,,1,l,r,overboard_lot_rot_003.mp3,overboard,lot,rot,3,-2,l-r
42,1593630181013,01/07/2020 19:03:01,1593630180443,-4,01/07/2020 15:03:00,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,153,13,2,response,Zone2,response_keyboard_single,339.1949999931967,,,l,1,0,1,0,,,,,1,Trial,,1,l,r,overboard_lot_rot_003.mp3,overboard,lot,rot,3,-2,l-r
43,1593630181997,01/07/2020 19:03:01,1593630181435,-4,01/07/2020 15:03:01,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,153,13,3,Screen 1,fixation,fixation,999.0140000000101,,,,,0,1,0,,,,,1,Trial,,1,l,r,overboard_lot_rot_003.mp3,overboard,lot,rot,3,-2,l-r
44,1593630183950,01/07/2020 19:03:03,1593630183386,-4,01/07/2020 15:03:03,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,125,14,1,stimulus,Zone1,content_audio,1855.4549999971641,,,,,0,1,0,,,,,1,Trial,,1,l,r,abolish_lot_rot_005.mp3,abolish,lot,rot,5,0,l-r
45,1593630184454,01/07/2020 19:03:04,1593630183879,-4,01/07/2020 15:03:03,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,125,14,2,response,Zone3,response_keyboard_single,439.66000000364147,,,r,1,0,1,0,,,,,1,Trial,,1,l,r,abolish_lot_rot_005.mp3,abolish,lot,rot,5,0,l-r
46,1593630185435,01/07/2020 19:03:05,1593630184865,-4,01/07/2020 15:03:04,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,125,14,3,Screen 1,fixation,fixation,999.002999999997,,,,,0,1,0,,,,,1,Trial,,1,l,r,abolish_lot_rot_005.mp3,abolish,lot,rot,5,0,l-r
47,1593630187066,01/07/2020 19:03:07,1593630186506,-4,01/07/2020 15:03:06,21059,6,task-f85n,,5859850,5e2a43116a126f0a33059175,1649174,,complete,,5efcdbce15ba870e93b5aabc,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x613,Fail,Phonetic Judgment (CFC Task),5,Yes,Fail,,Fail,Fail,Order2,Order2,35,15,1,stimulus,Zone1,content_audio,1557.345000001078,,,,,0,1,0,,,,,1,Trial,,1,l,r,overboard_lake_rake_005.mp3,overboard,lake,rake,5,0,l-r
