Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-ku42,Question Key,Response
5,1589727652218,17/05/2020 15:00:52,1589727651897,-7,17/05/2020 08:00:51,17840,4,questionnaire-d7os,,4989034,59f226a9d6380600018b2923,1415027,,complete,,5ec14f3b8eb96302dc9003a0,computer,Desktop or Laptop,Mac OS 10.9,Firefox 76.0,1440x900,1440x772,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-ethnicity-2,Not Hispanic or Latino
6,1589727652218,17/05/2020 15:00:52,1589727651897,-7,17/05/2020 08:00:51,17840,4,questionnaire-d7os,,4989034,59f226a9d6380600018b2923,1415027,,complete,,5ec14f3b8eb96302dc9003a0,computer,Desktop or Laptop,Mac OS 10.9,Firefox 76.0,1440x900,1440x772,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-race-5,White
7,1589727652218,17/05/2020 15:00:52,1589727651897,-7,17/05/2020 08:00:51,17840,4,questionnaire-d7os,,4989034,59f226a9d6380600018b2923,1415027,,complete,,5ec14f3b8eb96302dc9003a0,computer,Desktop or Laptop,Mac OS 10.9,Firefox 76.0,1440x900,1440x772,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-handedness,Left-handed
8,1589727652218,17/05/2020 15:00:52,1589727651897,-7,17/05/2020 08:00:51,17840,4,questionnaire-d7os,,4989034,59f226a9d6380600018b2923,1415027,,complete,,5ec14f3b8eb96302dc9003a0,computer,Desktop or Laptop,Mac OS 10.9,Firefox 76.0,1440x900,1440x772,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-handedness-quantised,2
9,1589727652218,17/05/2020 15:00:52,1589727651897,-7,17/05/2020 08:00:51,17840,4,questionnaire-d7os,,4989034,59f226a9d6380600018b2923,1415027,,complete,,5ec14f3b8eb96302dc9003a0,computer,Desktop or Laptop,Mac OS 10.9,Firefox 76.0,1440x900,1440x772,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,END QUESTIONNAIRE,46106
1,1589825259057,18/05/2020 18:07:39,1589825259672,-4,18/05/2020 14:07:39,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1368x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,BEGIN QUESTIONNAIRE,
2,1589825279334,18/05/2020 18:07:59,1589825279447,-4,18/05/2020 14:07:59,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1351x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-accent-7,Do not know
3,1589825279585,18/05/2020 18:07:59,1589825279468,-4,18/05/2020 14:07:59,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1351x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-accent-text,
4,1589825279585,18/05/2020 18:07:59,1589825279468,-4,18/05/2020 14:07:59,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1351x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-sex-1,Female
5,1589825279585,18/05/2020 18:07:59,1589825279469,-4,18/05/2020 14:07:59,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1351x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-ethnicity-2,Not Hispanic or Latino
6,1589825279585,18/05/2020 18:07:59,1589825279469,-4,18/05/2020 14:07:59,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1351x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-race-5,White
7,1589825279585,18/05/2020 18:07:59,1589825279469,-4,18/05/2020 14:07:59,17840,4,questionnaire-d7os,,5013906,5eb9af967fbf4b0d17bbe946,1422538,,complete,,5ec2ce5f18c11f075b83d1a9,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1368x912,1351x770,Pass,Demographics-Handedness,2,Yes,Pass,Pass,,,Order4,response-handedness,Left-handed
